crime_risk,lighting_score,traffic_level,time_risk,road_risk,distance,risk
36.49,55.79,83.4,15.25,51.15,1586.53,0
95.84,72.42,82.09,71.38,19.76,1692.96,0
99.55,68.14,69.49,1.13,8.97,28.25,0
77.21,23.44,74.88,65.59,7.49,791.22,0
31.1,55.08,26.47,16.32,3.72,1988.26,0
68.77,77.06,64.21,18.03,57.36,1186.84,0
70.54,31.71,3.8,55.89,15.55,606.47,0
38.78,65.4,19.69,37.54,80.87,790.21,0
64.09,48.15,93.23,47.13,89.9,658.68,1
1.07,50.32,73.92,30.89,29.24,906.24,0
20.91,9.01,23.07,95.35,16.45,900.08,0
52.51,66.62,11.14,29.07,40.96,1023.59,0
16.38,86.57,94.89,54.2,88.16,939.72,0
16.59,14.14,11.22,85.44,39.98,1041.91,0
83.63,36.61,25.71,66.42,10.83,75.42,0
98.91,4.87,18.26,32.28,98.47,127.77,1
55.6,2.96,0.75,55.24,49.97,754.87,0
83.91,98.97,31.41,8.3,34.24,1772.18,0
99.03,49.35,97.42,54.57,89.36,1585.85,1
14.16,35.55,34.19,43.14,92.74,238.1,0
44.82,27.49,50.43,75.79,49.68,999.77,0
39.26,98.0,74.59,84.79,30.67,1217.08,0
8.0,25.23,55.11,19.96,48.26,972.75,0
75.53,72.57,74.36,8.15,21.93,1401.18,0
43.38,28.38,66.16,39.06,47.82,1994.58,0
46.93,7.05,60.86,53.42,22.94,211.02,0
15.07,68.33,64.96,37.68,62.22,1040.76,0
18.09,0.16,79.92,62.86,75.99,1034.5,1
90.71,67.57,71.02,50.57,96.94,1133.51,1
4.46,25.04,79.18,93.66,84.26,350.6,0
23.29,74.61,14.56,40.94,8.61,1283.95,0
29.21,76.98,67.77,8.25,21.15,107.8,0
49.02,72.41,73.7,30.19,53.17,1487.42,0
58.64,2.45,30.0,60.59,25.76,1333.06,0
49.33,70.37,87.46,25.6,1.44,674.24,0
8.41,99.01,30.47,26.9,75.48,1978.2,0
24.37,24.26,24.38,33.96,35.78,1660.98,0
84.36,27.42,86.71,74.61,6.61,1088.28,1
63.76,81.35,24.7,94.01,50.88,1981.21,0
64.91,16.04,41.55,35.04,97.72,1663.58,1
67.02,66.06,36.79,19.55,67.85,293.2,0
76.29,75.5,89.81,42.06,15.88,1190.3,0
5.81,3.72,45.52,35.18,51.43,1170.1,0
36.66,55.38,69.43,99.0,90.17,1312.83,0
53.95,57.59,79.4,46.39,5.42,1882.7,0
33.85,30.34,62.79,67.93,63.79,994.22,0
84.45,87.63,94.37,91.38,72.13,173.22,1
48.26,16.27,80.25,62.91,70.4,969.08,1
76.86,36.42,40.02,24.94,15.02,1579.83,0
85.2,84.87,95.08,60.74,90.73,730.05,1
50.48,19.06,52.46,40.19,32.23,73.67,0
90.96,82.14,2.26,42.23,5.17,620.42,0
58.71,7.91,26.0,97.93,8.32,1370.66,0
85.03,48.92,62.17,27.86,45.76,190.3,0
34.06,7.53,15.68,46.89,4.0,764.41,0
49.88,67.79,58.41,15.99,77.96,283.6,0
53.14,79.06,36.16,17.85,86.58,962.34,0
10.5,84.99,53.44,60.35,1.34,300.2,0
39.86,98.13,0.19,75.1,81.0,235.89,0
91.73,67.2,84.84,63.65,98.12,1401.64,1
63.08,76.91,36.19,32.93,3.04,332.84,0
17.75,50.58,14.02,5.96,72.5,326.5,0
33.89,91.27,43.79,47.03,99.91,1193.19,0
19.16,64.38,48.62,50.43,79.71,106.32,0
2.48,88.36,63.74,77.07,50.54,85.33,0
92.75,23.55,52.46,64.03,88.48,874.26,1
44.82,49.67,4.35,87.13,70.79,742.89,0
30.75,72.98,87.15,78.3,29.25,1098.35,0
59.85,20.27,45.65,36.59,22.43,1987.1,0
0.73,21.13,7.7,63.22,51.25,880.72,0
27.8,97.8,77.28,74.73,37.3,1160.6,0
70.3,43.46,66.02,95.69,32.95,1840.1,0
63.38,18.18,64.94,42.24,17.79,976.69,0
98.18,33.15,42.69,64.83,84.53,1566.62,1
62.04,39.74,41.05,39.27,70.5,1106.33,0
47.75,62.31,53.63,73.78,33.13,1281.67,0
76.14,92.3,5.06,91.2,23.77,1866.35,0
90.33,98.66,29.9,91.92,12.81,21.39,0
72.07,65.17,98.79,15.71,11.25,1803.86,0
96.32,69.99,66.22,20.41,62.55,1005.43,0
78.2,32.18,41.89,75.49,10.88,1221.39,0
86.68,85.72,22.24,63.1,96.02,911.11,0
11.41,21.78,74.52,90.51,27.91,536.62,0
73.24,10.64,26.03,31.38,2.58,150.69,0
44.01,97.33,16.24,84.8,85.53,1891.35,0
55.31,86.41,15.45,68.38,36.76,1255.27,0
65.41,30.36,72.93,19.55,34.3,1749.47,0
96.98,67.52,64.28,12.65,11.86,595.8,0
98.46,46.7,6.98,70.27,66.04,570.44,1
28.82,32.31,11.5,15.85,35.88,684.85,0
73.38,28.68,63.38,79.43,82.3,477.46,1
75.0,13.6,57.11,55.71,63.06,1005.98,0
34.65,54.93,68.6,47.69,87.99,1873.76,0
12.39,44.66,17.8,27.55,62.26,1754.6,0
4.09,51.22,72.66,98.38,77.93,1000.3,0
77.73,21.54,93.61,72.22,69.65,710.55,1
48.97,93.86,60.11,77.81,46.26,1231.14,0
98.55,63.86,19.61,76.87,68.87,1232.27,0
46.5,89.96,67.95,58.4,66.36,1373.85,0
97.79,10.93,34.31,93.97,0.67,1080.49,0
41.16,62.29,4.93,58.38,69.86,72.98,0
79.37,84.95,30.23,52.0,26.22,170.57,0
8.48,33.09,90.56,27.37,54.18,1948.07,0
55.55,19.51,41.11,28.17,11.13,1497.55,0
80.21,26.5,86.47,73.69,2.3,1897.53,1
92.47,27.29,50.87,33.48,1.51,692.26,0
82.26,44.72,51.7,72.87,15.82,1079.2,0
3.7,32.6,0.52,95.27,1.99,657.46,0
37.27,27.13,63.71,43.93,13.24,1819.69,0
4.87,64.85,10.78,9.73,55.92,589.71,0
10.93,5.3,47.87,66.65,40.03,1393.75,0
67.53,34.04,26.03,0.95,98.07,366.61,0
71.33,68.98,39.24,78.7,80.87,228.4,0
77.37,17.58,53.71,52.57,14.68,328.16,0
86.55,22.09,1.45,48.97,41.68,1068.32,0
73.94,20.07,28.46,56.94,43.1,1692.19,0
80.09,0.09,98.96,51.64,36.21,1998.57,1
4.9,47.38,5.74,32.38,49.56,1252.91,0
23.45,3.9,31.94,28.15,66.99,1076.53,0
62.19,27.29,32.14,41.53,64.09,1578.03,0
85.81,99.48,37.94,89.49,35.71,146.21,0
0.45,91.84,68.48,13.54,70.5,1622.61,0
51.46,21.51,24.77,32.48,28.95,1521.59,0
67.73,31.0,46.03,19.23,83.55,1068.49,0
2.96,46.37,64.49,42.71,96.44,65.51,0
40.14,84.44,32.23,13.35,29.47,420.35,0
89.56,80.26,94.88,76.08,78.47,752.03,1
67.16,12.62,97.97,10.35,81.34,1883.62,1
23.77,12.44,11.97,66.53,49.08,1284.21,0
85.28,41.67,34.38,26.77,8.77,1029.98,0
34.8,87.01,20.8,47.22,78.62,987.08,0
85.33,88.21,18.68,20.0,40.75,1564.35,0
29.89,10.74,49.1,73.02,20.81,660.79,0
59.03,57.43,56.38,94.83,62.67,207.16,0
39.69,15.57,42.57,22.17,43.69,1360.55,0
27.48,68.61,27.26,95.32,8.76,671.45,0
88.66,91.64,27.86,32.53,98.37,664.67,0
18.76,45.48,99.21,55.78,24.47,920.34,0
8.48,8.31,92.37,70.16,51.1,500.61,0
34.19,57.93,7.59,19.93,66.73,1844.97,0
71.76,40.85,65.66,44.48,11.51,1697.0,0
80.74,81.09,45.69,6.78,73.94,1982.35,0
99.87,34.03,68.88,69.71,64.83,1929.81,1
29.64,87.49,59.7,41.66,49.38,642.62,0
40.79,27.37,88.93,89.16,52.83,773.58,0
13.68,15.75,6.7,27.4,95.48,1402.55,0
57.49,30.65,34.96,92.36,91.09,51.37,1
99.76,3.49,98.55,14.1,11.2,1987.9,1
70.09,28.12,18.23,60.7,36.88,41.47,0
59.52,66.01,12.73,30.78,51.68,1072.34,0
39.24,14.23,72.9,18.18,92.0,1344.03,0
91.53,11.14,77.74,9.39,81.66,1830.01,1
49.69,13.24,67.23,65.56,38.65,1295.39,0
13.44,7.76,77.62,23.32,88.62,1202.0,0
36.54,87.46,69.37,57.28,37.82,614.71,0
6.72,94.41,13.58,97.94,27.12,1190.02,0
20.2,4.66,60.82,31.6,60.99,1504.41,0
1.77,76.01,77.69,3.49,35.59,1040.87,0
45.33,73.72,86.55,14.28,62.24,1563.68,0
63.45,99.69,24.62,11.93,40.97,157.83,0
34.33,34.79,12.74,46.33,79.58,684.05,0
42.04,28.55,78.11,74.47,95.43,1920.43,1
95.92,45.31,25.65,29.64,27.03,660.42,0
75.2,85.66,3.19,14.58,51.0,1251.27,0
54.09,72.86,82.52,64.08,72.44,1049.37,0
28.45,47.16,50.6,30.12,15.85,1874.52,0
89.7,24.46,32.66,57.52,79.59,342.29,1
23.51,72.7,1.14,93.38,58.3,612.79,0
32.53,85.45,3.53,29.13,14.97,1727.51,0
90.91,40.0,79.26,51.25,86.82,1339.08,1
52.95,66.86,48.97,80.68,42.67,1095.24,0
74.23,40.02,14.97,69.17,17.66,801.9,0
59.07,47.85,35.85,75.15,19.54,834.4,0
65.34,52.49,16.53,77.26,78.55,1871.15,0
29.94,77.57,11.29,53.99,93.57,1348.73,0
24.14,97.75,27.63,53.61,37.82,1859.61,0
32.25,44.44,54.95,71.89,7.88,1944.93,0
15.54,34.23,21.0,69.76,10.08,1103.08,0
87.43,37.36,34.37,67.01,65.45,1227.58,1
28.32,13.39,47.79,38.21,37.08,1319.6,0
56.15,29.69,42.0,82.85,42.61,1681.55,0
79.2,8.64,12.86,23.62,33.7,1324.96,0
78.38,42.79,3.89,15.57,46.55,247.0,0
43.84,16.74,3.55,34.52,64.35,1886.01,0
47.63,34.64,35.02,25.38,54.11,1328.65,0
99.47,79.36,71.88,66.32,16.42,1742.44,0
67.46,24.59,13.13,23.1,49.13,860.98,0
81.46,61.19,78.7,65.65,46.06,959.94,0
90.26,90.12,71.57,51.32,54.57,1383.94,0
78.76,56.69,0.39,15.25,11.07,1557.28,0
18.52,19.38,2.67,25.84,15.35,175.35,0
56.22,34.48,19.5,52.17,53.02,826.54,0
10.19,59.04,5.61,73.31,27.54,1544.32,0
65.29,50.66,53.13,39.83,62.9,1984.63,0
95.53,14.86,3.96,23.28,37.28,43.05,0
51.27,44.68,80.26,29.51,22.07,544.32,0
43.3,54.31,49.3,9.51,65.64,940.4,0
3.58,26.73,72.8,2.51,39.39,461.42,0
95.98,61.24,75.07,97.31,15.76,73.31,0
10.3,7.02,50.68,9.64,80.88,1088.3,0
4.11,33.66,92.54,12.49,43.18,1305.81,0
24.61,80.43,99.02,87.1,91.51,843.8,0
6.55,25.93,35.92,66.35,19.34,752.36,0
45.51,60.52,12.59,43.61,87.64,1971.51,0
51.61,41.0,36.32,64.9,81.59,965.51,0
31.26,31.65,22.34,93.5,10.39,1600.18,0
5.1,91.61,53.1,9.94,53.17,588.6,0
11.16,34.33,37.84,24.37,65.37,1663.77,0
38.45,23.67,48.04,86.03,49.55,1650.93,0
6.05,90.93,76.32,78.06,39.03,550.05,0
69.82,74.59,27.4,99.43,94.38,1318.59,1
20.7,68.18,53.75,31.39,70.08,1370.39,0
30.21,4.95,33.52,94.49,96.59,896.38,1
39.41,13.12,78.5,34.37,84.62,1552.08,1
41.66,63.83,63.95,71.51,81.71,627.63,0
0.17,20.94,0.85,88.27,72.56,978.86,0
11.21,22.56,66.01,17.08,64.61,1980.5,0
86.28,77.91,17.02,20.56,88.69,373.78,0
0.12,28.59,72.45,58.1,61.34,312.61,0
50.82,7.16,56.73,84.38,7.53,301.55,0
48.95,3.64,40.15,7.89,58.26,1996.26,0
33.31,44.32,69.41,85.09,10.28,336.63,0
43.13,61.71,85.66,34.31,94.93,396.67,0
78.06,86.89,77.87,40.62,64.67,1395.68,0
84.12,11.08,54.54,33.99,55.56,1523.8,1
26.03,19.67,72.27,91.15,19.78,1063.58,0
32.25,52.98,41.39,13.08,51.58,1965.68,0
24.25,36.41,78.9,57.43,34.25,97.04,0
47.99,48.25,82.91,14.81,67.54,1249.23,0
68.33,92.41,13.73,92.86,60.44,1220.81,0
22.83,54.49,23.8,79.79,49.93,656.06,0
33.07,41.51,27.0,23.38,25.27,1800.89,0
93.04,98.94,16.61,29.78,52.57,1114.71,0
4.86,6.52,39.25,38.15,46.17,507.75,0
46.08,93.21,19.3,40.54,85.13,194.95,0
71.16,50.17,59.55,81.73,89.43,232.1,0
15.05,50.38,10.16,56.45,75.92,1796.71,0
4.74,92.2,26.99,42.79,31.96,515.61,0
13.82,50.73,66.55,71.94,3.81,1815.87,0
91.88,43.84,39.85,45.79,92.53,257.83,1
0.93,27.25,42.15,12.82,99.2,1968.19,0
18.83,65.88,79.79,10.75,12.7,1670.03,0
3.13,56.96,98.45,32.6,68.56,250.13,0
11.06,21.43,56.51,60.29,42.51,190.39,0
62.01,70.94,7.91,13.48,14.85,1610.81,0
24.16,64.41,10.29,55.01,99.81,174.57,0
56.92,39.73,96.85,26.96,93.32,539.12,1
59.02,0.44,67.92,69.54,98.26,1606.47,1
84.94,44.66,75.25,2.83,14.39,1817.01,0
0.47,0.61,67.58,46.9,49.19,1539.95,0
85.34,7.5,17.96,5.23,89.58,1781.99,1
61.91,43.06,44.84,33.05,67.52,1128.58,0
16.27,8.19,79.81,1.56,43.46,1563.63,0
77.29,27.57,86.64,46.91,51.67,701.49,1
85.55,65.55,23.73,76.7,3.86,1574.72,0
25.43,30.86,59.6,10.02,61.15,1365.89,0
91.88,99.76,15.71,73.52,85.97,1158.16,0
45.45,91.63,95.83,58.42,0.28,1984.76,0
60.34,58.53,25.22,50.46,16.0,950.16,0
98.46,96.69,72.66,59.95,51.8,1246.11,0
36.15,86.8,23.11,33.59,56.1,1029.61,0
81.32,31.89,61.61,71.03,34.34,535.81,0
31.84,74.96,65.93,77.97,2.79,674.12,0
79.92,13.68,32.84,77.82,74.36,1958.0,1
60.07,68.46,81.88,26.95,24.29,796.38,0
21.64,49.11,88.54,65.39,64.46,1365.22,0
41.4,1.68,85.51,14.81,55.91,1142.85,0
31.76,27.42,33.08,49.54,43.08,1781.81,0
7.81,95.54,74.43,0.26,59.03,1520.23,0
2.98,31.58,55.95,19.36,69.5,179.69,0
34.65,18.15,59.26,63.17,57.22,723.77,0
1.9,18.75,47.74,87.44,55.75,1429.59,0
16.55,47.92,60.03,4.9,43.61,339.49,0
72.52,84.26,13.57,55.86,43.0,1016.81,0
70.81,75.8,40.88,63.68,49.1,649.18,0
73.86,43.69,17.77,93.24,45.21,148.21,0
31.72,20.87,28.01,65.51,43.9,1994.35,0
89.0,4.61,12.78,10.3,21.04,1860.14,0
59.38,46.26,21.25,14.67,72.48,1500.1,0
12.6,81.48,78.19,63.58,13.3,418.03,0
14.37,72.97,54.98,21.56,90.87,1977.28,0
69.31,40.86,2.36,92.83,62.48,1268.97,0
17.29,59.47,78.85,92.07,4.89,1932.83,0
50.73,43.62,90.95,94.87,65.9,104.31,1
99.18,57.9,88.04,29.3,36.15,363.47,1
0.4,51.75,82.3,71.69,92.98,1360.95,0
1.66,68.1,99.22,66.3,93.61,1816.22,0
99.31,50.77,58.64,3.56,84.59,368.05,1
58.46,94.06,96.26,26.56,56.78,647.85,0
12.69,42.8,94.88,20.68,91.92,1184.59,0
89.73,1.59,31.32,37.08,64.98,1999.33,1
88.04,23.64,86.34,95.31,87.51,1603.34,1
53.62,50.06,79.25,84.56,16.01,1848.65,0
62.18,54.06,77.58,29.34,90.42,1356.52,0
27.32,55.24,89.63,53.0,66.16,1757.2,0
5.05,71.46,38.42,19.23,30.33,1023.95,0
59.46,27.46,40.01,27.74,99.78,265.83,0
29.48,66.49,64.01,6.5,68.69,1424.92,0
66.36,70.4,73.78,64.26,90.84,1210.92,0
83.62,41.13,87.97,65.69,0.56,980.99,0
1.82,40.22,87.58,83.85,55.23,564.48,0
59.57,17.89,72.13,87.16,71.25,1572.72,1
23.13,41.4,95.69,16.01,1.37,1644.41,0
87.39,78.68,17.86,74.3,76.26,741.09,0
25.37,90.9,95.03,13.47,65.14,1856.98,0
61.08,59.36,6.42,37.37,27.48,752.09,0
55.35,29.94,55.56,51.55,68.89,232.97,0
39.62,68.23,9.02,4.95,13.09,349.73,0
67.76,74.01,56.8,15.68,82.4,999.14,0
72.58,33.22,39.01,27.11,86.62,178.13,0
56.69,82.65,8.16,12.75,48.55,1442.46,0
75.84,7.37,64.81,93.41,50.74,1594.29,1
98.34,1.08,73.12,28.83,40.21,1107.95,1
41.93,12.3,17.42,50.12,34.53,1788.83,0
51.46,15.6,69.44,99.65,87.29,1909.49,1
1.25,87.89,17.9,56.66,30.49,906.21,0
79.6,42.5,13.74,41.15,40.29,196.47,0
52.02,27.49,14.74,92.98,29.99,477.9,0
40.8,42.91,59.91,22.25,65.67,1322.08,0
9.41,39.48,77.88,17.95,81.42,823.45,0
88.97,30.15,59.69,53.54,16.43,1376.32,0
39.5,13.79,80.94,42.73,25.47,1340.14,0
68.26,65.59,59.15,79.7,10.41,1218.63,0
14.94,13.66,79.73,4.2,16.02,332.51,0
96.15,77.54,97.65,61.77,40.69,586.11,1
17.84,20.17,39.1,71.07,77.59,768.17,0
19.95,73.14,14.99,97.19,54.16,1652.35,0
85.9,80.56,13.54,14.58,5.33,1370.8,0
91.26,12.53,59.75,24.62,62.51,1296.97,1
21.21,8.67,54.71,93.24,79.53,1350.83,0
46.98,94.96,18.42,63.06,39.35,1016.34,0
73.35,46.3,88.21,3.8,24.5,98.47,0
87.84,63.02,95.67,7.73,76.39,418.22,0
37.91,2.33,25.32,78.54,2.39,297.8,0
51.7,27.87,20.69,56.75,81.56,146.71,0
74.17,50.54,21.39,56.54,80.43,652.56,0
73.11,88.62,38.74,87.99,88.8,1579.71,1
78.3,27.14,85.32,24.11,8.95,247.96,0
56.99,77.52,59.6,16.04,10.78,240.62,0
10.46,66.22,6.76,61.38,87.28,266.04,0
90.4,11.53,47.3,88.24,47.53,554.25,1
86.56,29.34,9.03,26.53,39.23,420.37,0
79.81,23.79,40.62,68.13,57.33,47.64,0
9.99,44.25,40.35,15.24,5.86,567.47,0
20.44,63.53,64.84,17.19,64.37,1992.66,0
74.36,43.34,54.95,90.15,94.51,686.24,1
2.31,24.45,87.48,11.8,67.57,438.29,0
97.92,69.59,1.63,2.43,46.45,1001.51,0
37.71,58.45,77.4,77.49,96.09,474.15,0
71.93,51.93,2.27,36.25,68.85,1128.1,0
88.76,55.44,30.43,39.67,5.7,813.3,0
39.46,22.19,87.97,79.99,67.0,1795.75,1
31.91,68.04,69.04,17.99,5.97,1857.28,0
60.87,38.75,17.2,65.03,30.72,1431.86,0
58.1,36.35,49.08,31.35,61.57,447.07,0
40.91,14.97,72.19,10.43,21.56,958.32,0
60.18,59.68,93.73,68.75,3.82,624.74,0
93.54,60.27,63.43,31.87,61.8,1600.59,1
46.76,34.03,2.47,86.66,28.59,77.76,0
19.67,85.99,49.97,91.9,53.3,1331.73,0
37.72,84.55,15.3,84.91,26.11,659.99,0
39.41,10.91,4.78,32.24,68.64,972.39,0
13.11,69.5,59.85,23.66,89.57,659.53,0
16.29,39.38,77.69,89.28,8.66,742.28,0
68.46,99.97,3.61,45.29,78.63,1355.24,0
33.95,22.5,78.36,70.77,15.61,1199.08,0
95.49,28.05,70.64,82.72,32.94,503.3,1
24.36,44.21,75.2,27.77,35.74,106.4,0
9.89,26.87,24.47,11.91,20.63,1714.92,0
75.35,69.2,39.36,62.48,7.52,994.77,0
88.1,48.09,11.98,59.02,76.85,1245.09,1
27.81,22.09,23.89,27.02,79.36,987.23,0
20.21,50.64,30.28,58.47,99.68,1245.5,0
18.58,88.88,31.94,79.04,93.46,1261.41,0
52.2,79.24,17.5,35.0,43.46,49.78,0
46.84,49.88,18.87,24.23,13.34,1075.85,0
25.94,28.85,90.15,72.5,1.07,1014.17,0
4.52,17.99,78.39,78.59,53.15,209.72,0
48.15,87.84,34.45,95.43,86.06,1496.85,0
95.93,71.02,94.76,14.76,26.79,487.0,0
65.25,57.22,23.89,88.93,19.89,127.96,0
49.55,87.94,40.68,76.51,43.9,1610.25,0
11.07,12.17,81.35,70.19,89.35,1732.96,0
25.24,68.25,44.29,31.31,45.17,496.58,0
29.48,21.67,23.46,2.22,72.27,1381.34,0
76.48,12.06,36.85,50.76,46.25,29.8,0
87.67,46.56,50.07,28.58,37.3,1447.88,0
90.16,38.74,62.06,28.98,44.09,940.34,0
98.46,94.12,40.56,92.71,76.84,1589.12,1
98.24,32.4,43.13,15.3,75.44,798.21,1
95.3,81.49,26.39,93.42,43.18,715.13,0
7.18,74.88,53.53,50.38,26.76,1684.75,0
13.78,66.79,21.95,83.83,13.91,96.52,0
30.45,92.04,86.75,28.36,0.14,390.59,0
55.29,40.79,74.74,63.39,11.33,836.02,0
9.7,38.97,41.03,55.66,16.47,1200.75,0
84.58,16.09,74.72,92.42,68.99,30.12,1
61.68,27.58,0.7,17.93,81.79,1158.79,0
54.24,87.98,34.45,20.46,73.69,769.42,0
16.53,47.44,44.03,94.9,72.32,1267.4,0
25.33,34.14,46.98,9.8,99.43,1815.81,0
16.03,21.61,74.87,63.47,96.26,892.93,1
85.19,48.5,96.28,6.06,26.88,1118.07,0
58.42,71.67,38.0,7.7,14.51,936.32,0
73.51,28.67,35.06,59.71,15.33,254.67,0
29.6,75.77,61.05,55.14,89.56,1590.36,0
37.13,62.98,28.13,57.3,10.23,1772.69,0
40.49,78.76,14.14,47.37,34.01,1626.7,0
76.0,25.09,96.15,74.24,53.03,1896.24,1
77.24,63.1,80.95,99.22,61.35,946.7,1
20.68,15.37,95.85,27.58,59.57,1311.6,0
94.15,36.38,21.78,32.34,78.64,353.32,0
12.07,72.44,1.78,32.3,57.17,1954.08,0
89.61,63.17,43.73,76.33,85.1,1169.5,1
10.04,18.79,93.36,34.8,8.46,538.09,0
26.45,85.83,13.83,67.67,85.9,1614.64,0
84.65,5.34,11.72,44.59,59.0,1181.25,0
17.95,59.52,6.9,60.78,22.29,1900.36,0
41.36,98.38,76.5,82.9,97.77,1544.56,0
44.99,53.15,78.59,51.41,93.97,1756.98,0
24.53,80.07,69.54,47.52,84.57,1102.37,0
71.02,59.52,5.33,26.7,91.16,1044.27,0
85.13,78.31,72.33,51.59,38.21,1519.51,0
87.46,65.56,44.86,26.24,22.78,227.93,0
33.93,69.11,15.79,84.36,18.29,126.98,0
53.09,22.78,29.51,38.89,87.38,1967.73,0
24.84,74.18,50.11,12.91,82.66,1834.27,0
24.48,23.79,32.97,24.0,98.09,1912.21,0
16.13,98.06,96.97,53.46,84.83,143.48,0
94.0,22.78,47.47,91.63,63.24,553.22,1
88.8,23.67,37.22,30.06,14.23,1805.05,0
77.74,85.87,67.32,26.44,16.48,197.17,0
51.77,24.3,65.05,40.66,47.37,913.84,0
49.06,36.09,0.24,96.78,76.78,695.76,0
52.97,71.46,61.85,84.52,17.33,1762.1,0
53.66,15.87,24.38,14.97,91.55,1045.79,0
43.46,15.91,37.52,61.38,68.38,594.94,0
13.18,48.64,70.63,79.19,31.23,1058.12,0
12.57,24.37,55.74,76.8,88.58,242.64,0
95.22,23.57,36.87,48.88,59.86,1467.78,1
48.2,0.92,16.74,73.18,73.32,1244.31,0
95.32,37.04,50.55,58.36,38.54,1209.4,0
16.36,31.83,31.94,20.14,39.36,886.93,0
55.44,3.12,91.29,5.61,1.26,602.6,0
20.77,62.12,53.43,36.95,53.79,149.45,0
25.32,62.67,86.6,6.19,76.08,1895.12,0
3.01,7.08,39.02,39.5,96.88,844.78,0
11.9,31.7,82.74,82.89,89.22,1001.92,0
91.68,87.28,5.65,84.43,8.7,764.02,0
32.15,58.22,29.81,3.41,98.05,1976.0,0
60.81,41.2,7.82,6.95,14.95,1596.42,0
46.5,46.51,3.17,66.99,4.11,209.61,0
40.05,20.83,91.89,50.0,74.89,1224.19,1
53.19,81.19,71.69,14.94,90.59,979.58,0
18.72,91.4,62.51,80.55,94.98,1590.84,0
98.86,91.07,53.25,21.65,82.5,1994.69,1
81.83,22.39,56.96,7.81,20.49,1493.73,0
74.16,31.07,63.87,74.95,15.4,1732.56,0
46.88,16.06,82.66,60.81,5.9,1015.22,0
15.29,30.72,59.69,39.44,58.2,759.72,0
92.07,33.28,74.86,69.27,48.72,1293.69,1
34.14,63.31,28.1,91.14,10.93,1503.85,0
5.01,18.96,97.68,3.42,46.48,470.52,0
34.24,91.94,3.19,62.77,56.73,1016.71,0
79.45,10.31,38.66,21.82,72.3,245.31,1
62.27,0.69,88.2,47.41,41.42,448.38,0
75.08,85.49,18.05,42.4,31.84,1766.08,0
79.36,70.38,14.13,39.0,66.57,306.57,0
21.2,35.54,36.54,19.04,68.42,1626.47,0
92.38,59.55,42.82,80.26,27.04,757.74,0
43.8,22.35,93.34,37.95,1.98,1333.77,0
63.9,16.84,83.61,88.72,94.57,1822.45,1
0.23,47.11,46.41,35.47,75.53,1566.18,0
99.34,35.32,97.3,83.97,20.11,1655.36,1
28.09,61.52,64.23,54.45,56.57,537.08,0
6.21,21.81,87.37,38.56,59.49,736.12,0
45.83,66.29,24.61,70.4,12.6,1470.93,0
12.9,76.69,48.9,78.67,19.17,1558.92,0
15.23,16.66,2.97,48.27,95.67,1584.3,0
63.23,4.39,0.89,42.54,50.8,1485.41,0
39.29,43.96,70.55,57.74,19.14,478.61,0
92.19,77.4,11.83,58.52,79.76,592.39,0
31.92,65.08,54.78,42.55,47.06,1885.24,0
72.62,70.19,69.6,75.77,63.84,1116.64,1
46.11,40.28,3.22,39.97,29.75,1513.81,0
66.0,23.49,44.87,45.3,5.79,1206.41,0
59.97,53.18,68.42,60.53,16.49,1850.51,0
47.28,20.44,88.97,98.68,97.3,1740.19,1
95.01,72.62,29.92,26.07,62.36,537.52,0
34.27,19.7,97.42,23.2,83.11,1771.72,1
17.72,29.13,84.45,17.69,2.15,614.08,0
67.81,50.65,65.06,68.94,76.55,893.14,0
84.6,48.67,39.19,44.91,48.5,1705.44,1
4.03,60.08,71.11,38.86,66.53,661.56,0
44.96,43.74,81.62,20.41,35.82,595.73,0
89.25,91.95,30.33,89.11,62.09,1343.94,0
74.96,83.99,99.28,44.32,3.56,1999.36,0
99.18,87.91,90.86,60.77,4.56,279.49,0
53.14,62.95,48.55,11.25,79.88,1408.1,0
66.0,63.5,72.28,10.8,12.45,1063.37,0
30.25,60.92,52.4,6.74,1.4,833.02,0
94.75,43.49,76.09,36.73,91.25,1504.72,1
36.63,32.21,82.7,47.29,26.55,1118.58,0
73.85,59.2,2.32,24.46,58.24,1599.67,0
40.31,2.55,7.91,34.97,83.89,1492.83,0
56.18,0.75,33.65,0.63,74.59,1970.54,0
71.98,85.16,91.76,35.11,4.66,1625.51,0
50.89,4.64,39.83,11.92,56.09,152.26,0
90.71,52.48,88.75,12.84,54.18,1563.57,0
41.93,61.5,46.24,0.45,35.01,1306.41,0
64.71,19.82,28.89,69.64,75.36,197.78,1
34.24,89.57,90.06,93.13,96.4,1218.87,1
40.82,19.01,56.07,62.15,14.72,1506.59,0
44.01,88.45,36.05,9.62,14.52,410.45,0
12.58,76.3,4.44,98.96,73.47,881.13,0
9.17,24.07,11.09,97.56,45.44,1094.12,0
66.75,15.07,13.93,46.82,79.52,838.04,0
65.55,31.62,36.48,10.79,14.11,1754.49,0
66.29,39.8,60.73,72.07,3.99,354.43,0
1.98,24.58,30.76,96.15,69.79,1547.68,0
32.65,99.89,6.55,77.87,99.47,1560.62,0
19.78,22.97,26.48,62.42,9.48,907.1,0
77.82,83.06,40.87,61.08,86.43,1088.17,0
86.06,15.91,99.23,97.79,38.53,324.05,1
24.67,98.02,39.3,7.31,1.68,406.41,0
